,T,U,V,W,U Avg,V Avg,W Avg,U',V',W'
58,0.58,1.680225533830253,1.302452367855183,1.622481872280842,,,,1.6802255338300747,1.3024523678551783,1.622481872280843
59,0.59,0.5002255338302533,0.8424523678551828,1.912481872280842,,,,0.5002255338300751,0.8424523678551782,1.912481872280843
60,0.6,0.4702255338302521,0.5024523678551828,1.002481872280842,,,,0.4702255338300739,0.5024523678551781,1.0024818722808428
61,0.61,0.8102255338302555,0.5124523678551828,-0.37751812771915805,,,,0.8102255338300773,0.5124523678551781,-0.37751812771915705
62,0.62,-0.11977446616974419,-0.5275476321448171,-2.147518127719158,,,,-0.11977446616992239,-0.5275476321448218,-2.1475181277191573
63,0.63,0.34022553383024956,-0.007547632144817129,-1.257518127719158,,,,0.34022553383007137,-0.0075476321448218284,-1.2575181277191572
64,0.64,-4.69977446616975,1.8524523678551827,-0.597518127719158,,,,-4.699774466169928,1.852452367855178,-0.597518127719157
65,0.65,0.5202255338302493,0.3724523678551829,-1.0775181277191581,,,,0.5202255338300711,0.37245236785517816,-1.0775181277191572
66,0.66,0.920225533830255,0.07245236785518283,-2.467518127719158,,,,0.9202255338300768,0.07245236785517813,-2.467518127719157
67,0.67,0.9102255338302498,0.45245236785518295,-3.107518127719158,,,,0.9102255338300717,0.45245236785517823,-3.1075181277191573
68,0.68,1.7902255338302524,-0.07754763214481708,-2.777518127719158,,,,1.790225533830074,-0.07754763214482178,-2.777518127719157
69,0.69,1.3602255338302527,-1.0675476321448172,-1.927518127719158,,,,1.3602255338300744,-1.0675476321448218,-1.927518127719157
70,0.7,0.940225533830251,-2.077547632144817,-1.0775181277191581,,,,0.9402255338300728,-2.077547632144822,-1.0775181277191572
71,0.71,0.9702255338302521,-1.887547632144817,-3.467518127719158,,,,0.9702255338300739,-1.8875476321448217,-3.467518127719157
72,0.72,2.7402255338302552,-2.137547632144817,-1.967518127719158,,,,2.740225533830077,-2.137547632144822,-1.9675181277191571
73,0.73,2.140225533830254,-2.067547632144817,-0.727518127719158,,,,2.1402255338300757,-2.067547632144822,-0.727518127719157
74,0.74,1.5202255338302493,-2.487547632144817,1.312481872280842,,,,1.520225533830071,-2.487547632144822,1.312481872280843
75,0.75,-4.829774466169745,-1.0775476321448172,5.062481872280842,,,,-4.829774466169924,-1.0775476321448219,5.062481872280843
76,0.76,-1.549774466169751,-0.9975476321448171,2.662481872280842,,,,-1.5497744661699293,-0.9975476321448218,2.6624818722808428
77,0.77,1.5202255338302493,-1.707547632144817,2.1724818722808417,,,,1.520225533830071,-1.7075476321448217,2.1724818722808426
78,0.78,3.6102255338302527,-1.5575476321448172,1.392481872280842,,,,3.6102255338300746,-1.5575476321448218,1.392481872280843
79,0.79,3.400225533830252,-0.5775476321448172,1.082481872280842,,,,3.4002255338300738,-0.5775476321448219,1.082481872280843
80,0.8,3.8002255338302504,-0.3275476321448171,2.4424818722808417,,,,3.8002255338300723,-0.3275476321448218,2.4424818722808426
81,0.81,1.9002255338302518,-0.6375476321448171,11.122481872280842,,,,1.9002255338300735,-0.6375476321448218,11.122481872280844
82,0.82,1.1502255338302518,-0.4975476321448171,8.912481872280843,,,,1.1502255338300735,-0.49754763214482184,8.912481872280845
83,0.83,0.5702255338302535,-0.19754763214481708,7.442481872280842,,,,0.5702255338300753,-0.19754763214482177,7.442481872280843
84,0.84,2.5002255338302533,-0.15754763214481715,3.242481872280842,,,,2.500225533830075,-0.15754763214482184,3.242481872280843
85,0.85,2.8202255338302535,0.5824523678551828,-0.39751812771915807,,,,2.8202255338300755,0.5824523678551782,-0.39751812771915707
86,0.86,1.3502255338302547,1.5824523678551827,1.372481872280842,,,,1.3502255338300764,1.582452367855178,1.372481872280843
87,0.87,0.3502255338302547,1.4524523678551828,1.422481872280842,,,,0.3502255338300765,1.4524523678551782,1.422481872280843
88,0.88,1.5302255338302544,1.3324523678551827,3.082481872280842,,,,1.530225533830076,1.332452367855178,3.0824818722808427
89,0.89,-1.2697744661697499,1.2024523678551828,-4.337518127719158,,,,-1.2697744661699282,1.2024523678551782,-4.337518127719157
90,0.9,0.1302255338302558,1.2724523678551827,-0.617518127719158,,,,0.13022553383007762,1.272452367855178,-0.617518127719157
91,0.91,1.2602255338302513,1.822452367855183,-0.897518127719158,,,,1.260225533830073,1.8224523678551783,-0.897518127719157
92,0.92,2.0102255338302513,2.912452367855183,0.522481872280842,,,,2.010225533830073,2.912452367855178,0.522481872280843
93,0.93,0.5802255338302515,2.112452367855183,1.6924818722808421,,,,0.5802255338300734,2.112452367855178,1.692481872280843
94,0.94,0.8602255338302527,1.6524523678551826,2.062481872280842,,,,0.8602255338300745,1.652452367855178,2.0624818722808427
95,0.95,1.8302255338302515,0.6824523678551829,2.492481872280842,,,,1.8302255338300732,0.6824523678551783,2.492481872280843
96,0.96,0.8202255338302535,0.992452367855183,2.1324818722808416,,,,0.8202255338300753,0.9924523678551783,2.1324818722808425
97,0.97,1.3902255338302538,0.19245236785518294,3.832481872280842,,,,1.3902255338300755,0.19245236785517825,3.8324818722808427
98,0.98,-1.1297744661697493,0.022452367855182898,0.752481872280842,,,,-1.1297744661699276,0.0224523678551782,0.752481872280843
99,0.99,-0.8997744661697453,0.44245236785518294,-0.38751812771915806,,,,-0.8997744661699235,0.4424523678551782,-0.38751812771915706
100,1.0,0.6502255338302518,0.43245236785518293,-0.027518127719158014,,,,0.6502255338300736,0.4324523678551782,-0.027518127719157025
101,1.01,-7.309774466169749,-1.187547632144817,-2.837518127719158,,,,-7.3097744661699275,-1.1875476321448217,-2.8375181277191572
102,1.02,-10.639774466169747,-1.3175476321448172,-2.7075181277191582,,,,-10.639774466169925,-1.3175476321448218,-2.7075181277191573
103,1.03,-6.739774466169749,0.3824523678551829,-2.397518127719158,,,,-6.739774466169927,0.38245236785517817,-2.3975181277191573
104,1.04,-8.709774466169748,-0.46754763214481715,-2.5375181277191583,,,,-8.709774466169925,-0.46754763214482187,-2.5375181277191574
105,1.05,-7.729774466169751,-0.047547632144817165,-2.467518127719158,,,,-7.729774466169929,-0.04754763214482186,-2.467518127719157
106,1.06,-8.219774466169746,-0.25754763214481713,-2.4975181277191583,,,,-8.219774466169923,-0.25754763214482185,-2.4975181277191574
107,1.07,-12.959774466169748,-0.057547632144817173,-2.627518127719158,,,,-12.959774466169925,-0.05754763214482187,-2.6275181277191573
108,1.08,-10.58977446616975,-0.15754763214481715,-2.5575181277191583,,,,-10.589774466169928,-0.15754763214482184,-2.5575181277191574
109,1.09,-0.9097744661697504,1.032452367855183,-1.497518127719158,,,,-0.9097744661699286,1.0324523678551782,-1.4975181277191572
110,1.1,-0.09977446616974817,0.5124523678551828,-4.7375181277191585,,,,-0.09977446616992637,0.5124523678551781,-4.737518127719158
111,1.11,-3.7497744661697467,1.7724523678551827,-3.1375181277191584,,,,-3.749774466169925,1.772452367855178,-3.1375181277191575
112,1.12,0.1302255338302558,1.3124523678551827,-0.29751812771915803,,,,0.13022553383007762,1.312452367855178,-0.29751812771915703
113,1.13,-0.009774466169744755,1.9424523678551826,0.392481872280842,,,,-0.009774466169922957,1.942452367855178,0.392481872280843
114,1.14,2.0602255338302555,2.202452367855183,-1.147518127719158,,,,2.0602255338300774,2.202452367855178,-1.147518127719157
115,1.15,3.680225533830253,1.4224523678551826,-3.167518127719158,,,,3.680225533830075,1.422452367855178,-3.1675181277191573
116,1.16,3.48022553383025,0.5924523678551828,-4.417518127719158,,,,3.480225533830072,0.5924523678551782,-4.417518127719157
117,1.17,6.98022553383025,2.0424523678551827,-7.407518127719158,,,,6.980225533830072,2.042452367855178,-7.4075181277191575
118,1.18,6.59022553383025,3.2924523678551827,-8.897518127719158,,,,6.590225533830071,3.292452367855178,-8.897518127719156
119,1.19,5.770225533830249,2.242452367855183,-7.437518127719158,,,,5.770225533830071,2.242452367855178,-7.437518127719157
120,1.2,5.440225533830251,1.2024523678551828,-2.987518127719158,,,,5.4402255338300725,1.2024523678551782,-2.987518127719157
121,1.21,3.3602255338302527,0.00245236785518288,-1.647518127719158,,,,3.3602255338300746,0.002452367855178181,-1.647518127719157
122,1.22,2.890225533830254,-1.1475476321448173,-2.0175181277191583,,,,2.8902255338300757,-1.147547632144822,-2.0175181277191574
123,1.23,-2.6997744661697496,0.06245236785518282,-3.2275181277191582,,,,-2.6997744661699277,0.062452367855178124,-3.2275181277191574
124,1.24,0.2102255338302541,0.33245236785518284,-2.8475181277191584,,,,0.21022553383007592,0.3324523678551781,-2.8475181277191575
125,1.25,1.7902255338302524,0.1524523678551829,-3.3675181277191584,,,,1.790225533830074,0.1524523678551782,-3.3675181277191575
126,1.26,-1.5897744661697502,-0.06754763214481707,-3.1375181277191584,,,,-1.5897744661699285,-0.06754763214482178,-3.1375181277191575
127,1.27,0.5402255338302524,-0.4275476321448171,-2.3275181277191583,,,,0.5402255338300742,-0.42754763214482183,-2.3275181277191574
128,1.28,2.98022553383025,-1.6275476321448172,0.22248187228084199,,,,2.980225533830072,-1.627547632144822,0.22248187228084298
129,1.29,1.7602255338302513,-1.0275476321448171,-1.047518127719158,,,,1.760225533830073,-1.0275476321448218,-1.0475181277191572
130,1.3,2.3702255338302507,-1.3275476321448172,-0.407518127719158,,,,2.3702255338300726,-1.3275476321448219,-0.407518127719157
131,1.31,-5.569774466169747,-1.447547632144817,3.322481872280842,,,,-5.5697744661699256,-1.4475476321448217,3.322481872280843
132,1.32,-1.5997744661697482,-1.387547632144817,1.4524818722808421,,,,-1.5997744661699265,-1.3875476321448217,1.452481872280843
133,1.33,-3.1597744661697504,-1.0875476321448172,0.602481872280842,,,,-3.1597744661699285,-1.0875476321448219,0.602481872280843
134,1.34,-1.9397744661697445,-1.0975476321448172,2.182481872280842,,,,-1.9397744661699228,-1.0975476321448219,2.182481872280843
135,1.35,-9.209774466169748,0.9124523678551829,1.492481872280842,,,,-9.209774466169925,0.9124523678551782,1.4924818722808428
136,1.36,-5.569774466169747,-0.0975476321448171,1.832481872280842,,,,-5.5697744661699256,-0.0975476321448218,1.832481872280843
137,1.37,-7.389774466169747,0.4024523678551829,1.662481872280842,,,,-7.389774466169926,0.4024523678551782,1.662481872280843
138,1.38,-1.569774466169747,-0.9575476321448171,-4.147518127719158,,,,-1.5697744661699253,-0.9575476321448217,-4.147518127719157
139,1.39,-3.1797744661697465,-1.347547632144817,-2.5375181277191583,,,,-3.1797744661699245,-1.3475476321448216,-2.5375181277191574
140,1.4,-3.309774466169749,-0.9075476321448172,-1.187518127719158,,,,-3.309774466169927,-0.9075476321448218,-1.187518127719157
141,1.41,-3.8997744661697453,-0.8275476321448171,-4.007518127719158,,,,-3.8997744661699234,-0.8275476321448217,-4.007518127719157
142,1.42,-2.6497744661697453,-0.6675476321448172,0.742481872280842,,,,-2.6497744661699234,-0.6675476321448218,0.742481872280843
143,1.43,-1.6997744661697496,-0.8175476321448172,2.1124818722808416,,,,-1.6997744661699279,-0.8175476321448218,2.1124818722808425
144,1.44,-0.8497744661697482,0.17245236785518292,0.9624818722808419,,,,-0.8497744661699264,0.17245236785517823,0.9624818722808429
145,1.45,0.5402255338302524,0.5524523678551828,-2.107518127719158,,,,0.5402255338300742,0.5524523678551782,-2.1075181277191573
146,1.46,3.3402255338302496,-0.4875476321448171,0.532481872280842,,,,3.3402255338300715,-0.48754763214482183,0.532481872280843
147,1.47,2.170225533830255,-1.0875476321448172,-3.047518127719158,,,,2.170225533830077,-1.0875476321448219,-3.047518127719157
148,1.48,3.3602255338302527,-0.3575476321448171,-2.667518127719158,,,,3.3602255338300746,-0.3575476321448218,-2.6675181277191573
149,1.49,2.7602255338302513,-0.7275476321448171,-2.857518127719158,,,,2.760225533830073,-0.7275476321448218,-2.8575181277191573
150,1.5,-1.3497744661697482,1.6824523678551828,0.472481872280842,,,,-1.3497744661699265,1.6824523678551782,0.472481872280843
151,1.51,0.700225533830249,0.47245236785518296,-1.187518127719158,,,,0.7002255338300708,0.47245236785517825,-1.187518127719157
152,1.52,-0.32977446616974504,1.072452367855183,-0.35751812771915803,,,,-0.32977446616992323,1.0724523678551783,-0.35751812771915703
153,1.53,3.0002255338302533,-1.447547632144817,7.292481872280842,,,,3.000225533830075,-1.4475476321448217,7.292481872280843
154,1.54,1.3302255338302515,-0.19754763214481708,3.4624818722808417,,,,1.3302255338300732,-0.19754763214482177,3.4624818722808426
155,1.55,1.450225533830249,-0.3775476321448171,3.282481872280842,,,,1.4502255338300707,-0.37754763214482184,3.282481872280843
156,1.56,3.630225533830256,-0.6575476321448172,2.5424818722808418,,,,3.6302255338300777,-0.6575476321448218,2.5424818722808427
157,1.57,3.16022553383025,0.06245236785518282,-0.42751812771915804,,,,3.1602255338300718,0.062452367855178124,-0.42751812771915704
158,1.58,2.2602255338302513,0.4124523678551829,-0.747518127719158,,,,2.260225533830073,0.4124523678551782,-0.747518127719157
159,1.59,3.2602255338302513,-0.20754763214481708,1.752481872280842,,,,3.260225533830073,-0.20754763214482178,1.7524818722808428
160,1.6,3.8702255338302507,-0.8775476321448171,0.792481872280842,,,,3.8702255338300726,-0.8775476321448218,0.792481872280843
161,1.61,2.420225533830255,-2.107547632144817,2.802481872280842,,,,2.420225533830077,-2.107547632144822,2.802481872280843
162,1.62,2.940225533830251,-1.197547632144817,-6.497518127719158,,,,2.940225533830073,-1.1975476321448217,-6.497518127719157
163,1.63,2.680225533830253,-1.6475476321448173,-1.847518127719158,,,,2.680225533830075,-1.647547632144822,-1.847518127719157
164,1.64,4.370225533830251,-0.5175476321448171,-1.597518127719158,,,,4.370225533830072,-0.5175476321448218,-1.597518127719157
165,1.65,3.5402255338302524,-0.45754763214481714,-4.837518127719158,,,,3.5402255338300743,-0.45754763214482186,-4.837518127719157
166,1.66,-1.6997744661697496,1.2424523678551829,1.4424818722808421,,,,-1.6997744661699279,1.2424523678551782,1.442481872280843
167,1.67,0.9102255338302498,0.3924523678551829,-1.697518127719158,,,,0.9102255338300717,0.3924523678551782,-1.697518127719157
168,1.68,3.6202255338302507,1.4724523678551829,-2.137518127719158,,,,3.6202255338300726,1.4724523678551782,-2.137518127719157
169,1.69,5.700225533830249,1.282452367855183,-2.9075181277191584,,,,5.7002255338300705,1.2824523678551782,-2.9075181277191575
170,1.7,3.2602255338302513,1.0224523678551827,-0.897518127719158,,,,3.260225533830073,1.022452367855178,-0.897518127719157
171,1.71,5.59022553383025,1.0124523678551829,-3.527518127719158,,,,5.590225533830071,1.0124523678551782,-3.527518127719157
172,1.72,5.41022553383025,0.4224523678551829,0.842481872280842,,,,5.410225533830071,0.4224523678551782,0.842481872280843
173,1.73,6.490225533830255,-0.6775476321448171,-0.747518127719158,,,,6.490225533830077,-0.6775476321448217,-0.747518127719157
174,1.74,5.0802255338302515,-1.3175476321448172,0.0024818722808419846,,,,5.080225533830073,-1.3175476321448218,0.0024818722808429743
175,1.75,-0.8397744661697502,-2.9175476321448173,-7.967518127719158,,,,-0.8397744661699283,-2.917547632144822,-7.967518127719157
176,1.76,2.1202255338302507,-2.117547632144817,-3.9775181277191582,,,,2.1202255338300726,-2.117547632144822,-3.9775181277191574
177,1.77,-5.559774466169749,-2.277547632144817,-3.917518127719158,,,,-5.5597744661699275,-2.277547632144822,-3.9175181277191573
178,1.78,-4.249774466169747,-1.6075476321448172,0.232481872280842,,,,-4.249774466169925,-1.6075476321448219,0.232481872280843
179,1.79,-3.2197744661697456,-1.5075476321448171,1.132481872280842,,,,-3.2197744661699237,-1.5075476321448218,1.132481872280843
180,1.8,0.9702255338302521,-0.3075476321448172,-5.767518127719158,,,,0.9702255338300739,-0.3075476321448219,-5.767518127719157
181,1.81,2.390225533830254,0.032452367855182906,-3.7275181277191582,,,,2.3902255338300757,0.03245236785517821,-3.7275181277191574
182,1.82,2.900225533830252,-0.3675476321448171,-0.8075181277191581,,,,2.9002255338300738,-0.36754763214482183,-0.8075181277191571
183,1.83,3.220225533830252,-0.31754763214481707,3.262481872280842,,,,3.220225533830074,-0.3175476321448218,3.262481872280843
184,1.84,4.59022553383025,-0.3275476321448171,1.9324818722808421,,,,4.590225533830071,-0.3275476321448218,1.932481872280843
185,1.85,2.5102255338302513,-0.6575476321448172,2.2724818722808418,,,,2.510225533830073,-0.6575476321448218,2.2724818722808426
186,1.86,5.950225533830249,0.022452367855182898,-0.277518127719158,,,,5.9502255338300705,0.0224523678551782,-0.277518127719157
187,1.87,5.010225533830251,-0.5475476321448172,0.6724818722808419,,,,5.010225533830073,-0.5475476321448218,0.6724818722808429
188,1.88,1.930225533830253,-1.0875476321448172,4.332481872280842,,,,1.9302255338300747,-1.0875476321448219,4.332481872280843
189,1.89,2.5802255338302515,-1.6675476321448173,3.452481872280842,,,,2.5802255338300735,-1.667547632144822,3.452481872280843
190,1.9,1.8102255338302555,-2.527547632144817,-0.11751812771915802,,,,1.8102255338300772,-2.527547632144822,-0.11751812771915704
191,1.91,-0.2797744661697479,-1.7375476321448171,2.722481872280842,,,,-0.2797744661699261,-1.7375476321448218,2.722481872280843
192,1.92,0.6602255338302498,-1.6275476321448172,3.3624818722808416,,,,0.6602255338300717,-1.627547632144822,3.3624818722808425
193,1.93,1.1202255338302507,-2.107547632144817,4.342481872280842,,,,1.1202255338300724,-2.107547632144822,4.3424818722808425
194,1.94,-0.04977446616975101,-2.517547632144817,4.702481872280842,,,,-0.04977446616992921,-2.517547632144822,4.702481872280843
195,1.95,-0.299774466169751,-2.4775476321448173,3.9724818722808415,,,,-0.2997744661699292,-2.477547632144822,3.9724818722808424
196,1.96,1.6102255338302527,-2.9775476321448173,2.7724818722808418,,,,1.6102255338300744,-2.977547632144822,2.7724818722808426
197,1.97,-6.259774466169745,-1.7975476321448172,1.222481872280842,,,,-6.259774466169923,-1.7975476321448218,1.2224818722808428
198,1.98,-2.329774466169745,-2.387547632144817,1.9924818722808422,,,,-2.329774466169923,-2.387547632144822,1.992481872280843
199,1.99,0.16022553383024984,0.00245236785518288,-0.42751812771915804,,,,0.16022553383007165,0.002452367855178181,-0.42751812771915704
200,2.0,0.930225533830253,0.042452367855182915,-1.607518127719158,,,,0.9302255338300748,0.04245236785517822,-1.607518127719157
201,2.01,4.460225533830254,-0.6275476321448171,0.822481872280842,,,,4.460225533830076,-0.6275476321448218,0.822481872280843
202,2.02,2.1102255338302527,-0.9675476321448171,-2.027518127719158,,,,2.1102255338300746,-0.9675476321448218,-2.027518127719157
203,2.03,2.650225533830252,-1.3975476321448173,-1.2975181277191579,,,,2.6502255338300738,-1.397547632144822,-1.297518127719157
204,2.04,1.450225533830249,-1.8775476321448172,-2.4075181277191584,,,,1.4502255338300707,-1.877547632144822,-2.4075181277191575
205,2.05,-2.8797744661697493,0.10245236785518286,-3.8675181277191584,,,,-2.8797744661699274,0.10245236785517815,-3.8675181277191575
206,2.06,-1.2397744661697487,0.8624523678551829,-2.8075181277191583,,,,-1.239774466169927,0.8624523678551782,-2.8075181277191574
207,2.07,-0.03977446616974589,0.8624523678551829,-2.427518127719158,,,,-0.0397744661699241,0.8624523678551782,-2.427518127719157
208,2.08,0.7202255338302521,0.19245236785518294,0.782481872280842,,,,0.7202255338300739,0.19245236785517825,0.782481872280843
209,2.09,-0.11977446616974419,-0.2275476321448171,0.15248187228084198,,,,-0.11977446616992239,-0.2275476321448218,0.15248187228084298
210,2.1,0.8102255338302555,-1.1475476321448173,1.032481872280842,,,,0.8102255338300773,-1.147547632144822,1.0324818722808429
211,2.11,0.5902255338302496,-1.887547632144817,0.07248187228084196,,,,0.5902255338300714,-1.8875476321448217,0.07248187228084295
212,2.12,0.18022553383025297,-1.827547632144817,2.052481872280842,,,,0.18022553383007478,-1.8275476321448216,2.052481872280843
213,2.13,-0.05977446616974902,-1.0375476321448172,3.952481872280842,,,,-0.05977446616992722,-1.0375476321448218,3.952481872280843
214,2.14,0.32022553383025354,-0.3275476321448171,0.042481872280841965,,,,0.32022553383007535,-0.3275476321448218,0.04248187228084296
215,2.15,1.8502255338302547,-0.007547632144817129,-2.2875181277191583,,,,1.8502255338300764,-0.0075476321448218284,-2.2875181277191574
216,2.16,-3.039774466169746,-0.6575476321448172,-0.507518127719158,,,,-3.039774466169924,-0.6575476321448218,-0.507518127719157
217,2.17,2.190225533830251,-0.06754763214481707,-1.837518127719158,,,,2.190225533830073,-0.06754763214482178,-1.837518127719157
